94 	0 	1 	1 	123.661342 	0.0
94 	0 	1 	2 	178.143571 	0.0
94 	0 	1 	3 	119.452504 	0.0
94 	0 	1 	4 	148.181885 	0.0
94 	0 	1 	5 	104.003036 	0.0
94 	0 	1 	6 	142.836666 	0.0
94 	0 	1 	7 	144.926069 	0.0
94 	0 	1 	8 	144.642818 	0.0
94 	0 	1 	9 	144.772982 	0.0
94 	0 	1 	10 	103.681917 	0.0
94 	0 	1 	11 	104.309639 	0.0
94 	0 	1 	12 	102.347620 	0.0
94 	0 	1 	13 	102.974658 	0.0
94 	0 	1 	14 	103.070851 	0.0
94 	0 	1 	15 	106.191271 	0.0
94 	0 	1 	16 	102.502261 	0.0
94 	0 	1 	17 	102.220456 	0.0
94 	0 	1 	18 	101.087911 	0.0
94 	0 	1 	19 	102.137039 	0.0
94 	0 	1 	20 	100.953959 	0.0
94 	0 	1 	21 	104.903933 	0.0
94 	0 	1 	22 	102.163137 	0.0
94 	0 	1 	23 	103.065430 	0.0
94 	0 	1 	24 	102.752276 	0.0
94 	0 	1 	25 	103.820284 	0.0
94 	0 	1 	26 	103.042548 	0.0
94 	0 	1 	27 	102.903025 	0.0
94 	0 	1 	28 	102.682411 	0.0
94 	0 	1 	29 	102.416737 	0.0
94 	0 	1 	30 	103.072609 	0.0
94 	0 	1 	31 	103.935142 	0.0
94 	0 	2 	1 	150.665662 	0.0
94 	0 	2 	2 	153.601292 	0.0
94 	0 	2 	3 	150.357484 	0.0
94 	0 	2 	4 	150.171207 	0.0
94 	0 	2 	5 	142.923159 	0.0
94 	0 	2 	6 	146.970694 	0.0
94 	0 	2 	7 	146.634879 	0.0
94 	0 	2 	8 	144.277759 	0.0
94 	0 	2 	9 	145.804898 	0.0
94 	0 	2 	10 	103.007432 	0.0
94 	0 	2 	11 	102.533382 	0.0
94 	0 	2 	12 	105.639228 	0.0
94 	0 	2 	13 	104.862893 	0.0
94 	0 	2 	14 	104.983479 	0.0
94 	0 	2 	15 	105.434890 	0.0
94 	0 	2 	16 	104.836965 	0.0
94 	0 	2 	17 	105.217808 	0.0
94 	0 	2 	18 	104.171009 	0.0
94 	0 	2 	19 	104.287725 	0.0
94 	0 	2 	20 	105.062186 	0.0
94 	0 	2 	21 	104.199872 	0.0
94 	0 	2 	22 	104.950230 	0.0
94 	0 	2 	23 	104.898048 	0.0
94 	0 	2 	24 	103.483542 	0.0
94 	0 	2 	25 	104.409081 	0.0
94 	0 	2 	26 	105.062290 	0.0
94 	0 	2 	27 	102.754061 	0.0
94 	0 	2 	28 	102.321102 	0.0
94 	0 	2 	29 	103.155909 	0.0
94 	0 	2 	30 	104.640192 	0.0
94 	0 	2 	31 	102.999141 	0.0
94 	0 	3 	1 	152.469149 	0.0
94 	0 	3 	2 	155.990520 	0.0
94 	0 	3 	3 	155.313445 	0.0
94 	0 	3 	4 	146.947489 	0.0
94 	0 	3 	5 	145.650046 	0.0
94 	0 	3 	6 	146.243202 	0.0
94 	0 	3 	7 	147.254648 	0.0
94 	0 	3 	8 	146.086450 	0.0
94 	0 	3 	9 	144.261533 	0.0
94 	0 	3 	10 	106.090008 	0.0
94 	0 	3 	11 	105.484377 	0.0
94 	0 	3 	12 	105.688577 	0.0
94 	0 	3 	13 	103.941882 	0.0
94 	0 	3 	14 	104.786559 	0.0
94 	0 	3 	15 	104.960201 	0.0
94 	0 	3 	16 	104.975715 	0.0
94 	0 	3 	17 	102.290948 	0.0
94 	0 	3 	18 	104.090429 	0.0
94 	0 	3 	19 	103.695774 	0.0
94 	0 	3 	20 	104.137863 	0.0
94 	0 	3 	21 	103.889982 	0.0
