66 	0 	1 	1 	127.257958 	0.0
66 	0 	1 	2 	183.191459 	0.0
66 	0 	1 	3 	118.071355 	0.0
66 	0 	1 	4 	146.410228 	0.0
66 	0 	1 	5 	101.722862 	0.0
66 	0 	1 	6 	143.523416 	0.0
66 	0 	1 	7 	145.499980 	0.0
66 	0 	1 	8 	144.759524 	0.0
66 	0 	1 	9 	144.853205 	0.0
66 	0 	1 	10 	104.304628 	0.0
66 	0 	1 	11 	104.980012 	0.0
66 	0 	1 	12 	102.172049 	0.0
66 	0 	1 	13 	102.743305 	0.0
66 	0 	1 	14 	103.182569 	0.0
66 	0 	1 	15 	106.418224 	0.0
66 	0 	1 	16 	102.576572 	0.0
66 	0 	1 	17 	102.966924 	0.0
66 	0 	1 	18 	101.535641 	0.0
66 	0 	1 	19 	102.872708 	0.0
66 	0 	1 	20 	101.534652 	0.0
66 	0 	1 	21 	104.381289 	0.0
66 	0 	1 	22 	102.318651 	0.0
66 	0 	1 	23 	102.608582 	0.0
66 	0 	1 	24 	102.493779 	0.0
66 	0 	1 	25 	103.791010 	0.0
66 	0 	1 	26 	102.643133 	0.0
66 	0 	1 	27 	103.263760 	0.0
66 	0 	1 	28 	103.289484 	0.0
66 	0 	1 	29 	102.940303 	0.0
66 	0 	1 	30 	102.420701 	0.0
66 	0 	1 	31 	104.243731 	0.0
66 	0 	2 	1 	149.329601 	0.0
66 	0 	2 	2 	152.336207 	0.0
66 	0 	2 	3 	148.309874 	0.0
66 	0 	2 	4 	149.101563 	0.0
66 	0 	2 	5 	142.602319 	0.0
66 	0 	2 	6 	146.357707 	0.0
66 	0 	2 	7 	146.411712 	0.0
66 	0 	2 	8 	144.169536 	0.0
66 	0 	2 	9 	145.248459 	0.0
66 	0 	2 	10 	103.235998 	0.0
66 	0 	2 	11 	102.082911 	0.0
66 	0 	2 	12 	106.001421 	0.0
66 	0 	2 	13 	104.438982 	0.0
66 	0 	2 	14 	105.279065 	0.0
66 	0 	2 	15 	106.304515 	0.0
66 	0 	2 	16 	104.915212 	0.0
66 	0 	2 	17 	104.903107 	0.0
66 	0 	2 	18 	104.361215 	0.0
66 	0 	2 	19 	104.379545 	0.0
66 	0 	2 	20 	105.219043 	0.0
66 	0 	2 	21 	103.970934 	0.0
66 	0 	2 	22 	104.998938 	0.0
66 	0 	2 	23 	104.853027 	0.0
66 	0 	2 	24 	103.188730 	0.0
66 	0 	2 	25 	104.420888 	0.0
66 	0 	2 	26 	104.783154 	0.0
66 	0 	2 	27 	102.614345 	0.0
66 	0 	2 	28 	101.956761 	0.0
66 	0 	2 	29 	103.036672 	0.0
66 	0 	2 	30 	103.945524 	0.0
66 	0 	2 	31 	103.519380 	0.0
66 	0 	3 	1 	150.947967 	0.0
66 	0 	3 	2 	154.707440 	0.0
66 	0 	3 	3 	153.885463 	0.0
66 	0 	3 	4 	146.819447 	0.0
66 	0 	3 	5 	144.853405 	0.0
66 	0 	3 	6 	145.528234 	0.0
66 	0 	3 	7 	146.599651 	0.0
66 	0 	3 	8 	144.811441 	0.0
66 	0 	3 	9 	144.731889 	0.0
66 	0 	3 	10 	105.917396 	0.0
66 	0 	3 	11 	104.470113 	0.0
66 	0 	3 	12 	105.404381 	0.0
66 	0 	3 	13 	103.301868 	0.0
